word	emo_score	emotion
곧게 되다	1	posi
곧고	1	posi
곧고 올바름	1	posi
곧다	1	posi
곧바르지 아니하고	-1	nega
곧잘 흥분하는	-1	nega
곧장 나아가다	1	posi
곧지 못하고	-1	nega
골골 앓아서	-2	nega
골나다	-2	nega
골리는	-2	nega
골리는 짓	-2	nega
골이 나게	-2	nega
곪느라고	-1	nega
곪느라고 쑤시다	-1	nega
곯려 주다	-1	nega
곯리거나	-1	nega
곯아서	-1	nega
곯아서 물크러질	-1	nega
곯은	-1	nega
곯은 듯하다	-1	nega
곰살갑지 못하며	-1	nega
곰살궂지 못하고	-1	nega
곰팡내	-1	nega
곰팡이	-2	nega
곱거나	2	posi
곱게	2	posi
곱게 꾸며	2	posi
곱게 피어나는	2	posi
곱게 피어나다	2	posi
곱고	2	posi
곱고 바르며	2	posi
곱고 보드라운	2	posi
곱고 보드랍다	2	posi
곱고 아름답다	2	posi
곱다	2	posi
곱살스러우면서도	2	posi
곱살스러우면서도 트인	2	posi
곱살스럽게	2	posi
곱살스레	2	posi
곱실대다	-1	nega
곱절 용감하다	2	posi
곱지 아니하다	-1	nega
곱지 않고	-1	nega
곳에서 평안히	1	posi
공갈	-1	nega
공개적으로 비난하다	-2	nega
공격받다	-2	nega
공경의	2	posi
공경의 예를	2	posi
공경하는	2	posi
공경하는 마음으로	2	posi
공경하다	2	posi
공경하며	2	posi
공경하여	2	posi
공경하여 모시다	2	posi
공경할	2	posi
공경할 만하다	2	posi
공공연히 불법적으로	-1	nega
공교롭고	-1	nega
공교롭고 이상하다	-1	nega
공기가 상쾌하다	2	posi
공덕으로	2	posi
공덕을	2	posi
공덕을 칭송하는	2	posi
공덕의 힘	2	posi
공덕이 있는	1	posi
공로에	1	posi
공로와	1	posi
공로와 업적	1	posi
공범자에	-1	nega
공손하게	2	posi
공손하다	1	posi
공손하지 아니하고	-1	nega
공손함을	2	posi
공손함을 더하여	2	posi
공손히	2	posi
공손히 진찰하다	2	posi
공연한	-1	nega
공연한 짓을	-1	nega
공연히	-1	nega
공연히 놀며	-1	nega
공연히 미워하고	-2	nega
공익을	2	posi
공익을 목적으로	2	posi
공적이 많은	2	posi
공정하다	2	posi
공정하여	2	posi
공정한	1	posi
공정함	2	posi
공평하다	1	posi
공평하여	1	posi
공평하여 어느	1	posi
공평함	1	posi
공포	-2	nega
공포나	-1	nega
공포나 긴장으로	-2	nega
공포증	-2	nega
공허하다	-1	nega
공허한	-1	nega
공허한 느낌	-1	nega
공허한 느낌이	-1	nega
공황상태	-1	nega
공황장애	-1	nega
과거에 급제하여	2	posi
과격하다	-1	nega
과격한	-1	nega
과금	-1	nega
과대망상에	-1	nega
과대망상에 빠진	-1	nega
과도하게	-1	nega
과로	-1	nega
과로 따위가	-1	nega
과로 따위로	-1	nega
과로로	-1	nega
과식을	-1	nega
과식을 하거나	-1	nega
과음	-2	nega
과음하거나	-1	nega
과장되다	-2	nega
과장되어	-1	nega
과장된	-2	nega
과체중	-2	nega
과하다	-1	nega
관계가 끊어지거나	-1	nega
관계가 끊어지는	-1	nega
관계가 끊어지다	-1	nega
관계가 맺어지다	1	posi
관계를 끊다	-1	nega
관계를 맺다	1	posi
관계없는	-1	nega
관계없는 행동을	-1	nega
관광할 만한	1	posi
관능적이다	1	posi
관람객이 줄어들다	-1	nega
관심병	-1	nega
관심을 가지지 아니하고	-1	nega
관심을 가짐	1	posi
관심을 기울이다	1	posi
관심이 있다	1	posi
관심이나	1	posi
관심이나 좋아하는	2	posi
관심이나 흥미	1	posi
관절염	-2	nega
관절이 저리고	-1	nega
관철하려고 다투는	-1	nega
괄시	-2	nega
괄시하다	-2	nega
광견병을	-1	nega
광명이	2	posi
광탈	-1	nega
괘씸하고	-1	nega
괘씸하고 얄미운	-2	nega
괘씸하고 얄밉다	-2	nega
괘씸한	-2	nega
괘씸한 데가	-2	nega
괜찮거나	1	posi
괜찮고	1	posi
괜찮다	1	posi
괜한 트집을	-1	nega
괜히 트집을	-1	nega
괴로운	-2	nega
괴로운 느낌	-2	nega
괴로운 느낌을	-2	nega
괴로운 모양	-2	nega
괴로운 상태가	-2	nega
괴로운 상태로	-2	nega
괴로운 상태에	-2	nega
괴로울	-2	nega
괴로울 때에	-2	nega
괴로움	-2	nega
괴로움과	-2	nega
괴로움과 아픔	-2	nega
괴로움을	-2	nega
괴로움을 가져오며	-2	nega
괴로움을 느끼다	-2	nega
괴로움을 없애	1	posi
괴로움이나	-2	nega
괴로워	-2	nega
괴로워하는	-2	nega
괴로워하는 모양이나	-2	nega
괴로워하다	-2	nega
괴로워하며	-2	nega
괴롭거나	-2	nega
괴롭거나 성가시다	-2	nega
괴롭게	-2	nega
괴롭게 내는	-2	nega
괴롭게 되다	-2	nega
괴롭게 소리를	-2	nega
괴롭게 여기다	-2	nega
괴롭고	-2	nega
괴롭고 귀찮게	-2	nega
괴롭고 귀찮다	-2	nega
괴롭고 아픈	-2	nega
괴롭다	-2	nega
괴롭지 아니하여	1	posi
괴롭히거나	-2	nega
괴롭히거나 못살게	-2	nega
괴롭히는	-2	nega
괴롭히는 일	-2	nega
괴롭히는 짓을	-2	nega
괴롭히다	-2	nega
괴멸	-2	nega
괴멸되다	-2	nega
괴멸하다	-2	nega
괴물	-1	nega
괴사가	-2	nega
괴사가 일어난	-2	nega
괴상하고	-2	nega
괴상한	-2	nega
괴상한 데가	-2	nega
괴상한 일	-2	nega
괴상한 일이	-1	nega
괴이쩍게	-1	nega
괴이쩍게 생각하다	-1	nega
괴이하게	-2	nega
괴이하게 여기다	-2	nega
굉장하게	2	posi
굉장하다	2	posi
교도소에 수감된	-1	nega
교리에 밝고	2	posi
교만하게	-1	nega
교만하게 굶	-1	nega
교만하고	-1	nega
교만하다	-1	nega
교만하여	-1	nega
교만함	-1	nega
교모하게 괴롭히거나	-1	nega
교묘하게	1	posi
교묘하고	-1	nega
교묘하다	-1	nega
교묘히 넘기는	-1	nega
교양	1	posi
교양과	1	posi
교양이 없고	-1	nega
교양이 없다	-1	nega
교양이 있다	1	posi
교양이 있어	1	posi
교육적인	1	posi
교제를 끊어	-1	nega
교통을 허락하다	1	posi
교통이 허락되다	1	posi
교화하고	1	posi
교활하고	-1	nega
교활한	-1	nega
교활한 무리들이	-1	nega
교활한 수단을	-1	nega
교활한 수단이나	-1	nega
교훈	1	posi
구경하며 즐기다	1	posi
구구함이나 연연함이 없다	1	posi
구김살 없이	1	posi
구김살이 없다	1	posi
구김살이 없이	1	posi
구두쇠처럼	-1	nega
구리게	-1	nega
구박하거나	-1	nega
구성지고	1	posi
구속하다	-1	nega
구속함	-1	nega
구슬퍼질	-1	nega
구슬퍼질 정도로	-1	nega
구슬프고	-1	nega
구슬프고 쓸쓸한	-2	nega
구슬프다	-1	nega
구슬피	-1	nega
구역날	-2	nega
구역날 듯하다	-2	nega
구역이 나려는	-2	nega
구역질	-2	nega
구역질나는	-2	nega
구역질나다	-2	nega
구역질을	-2	nega
구역질을 하는	-2	nega
구역질이	-2	nega
구역질이 나는	-2	nega
구역질이 나다	-2	nega
구역질이 나서	-2	nega
구역질하다	-2	nega
구원하다	1	posi
구원한	1	posi
구원한 일	1	posi
구제함	1	posi
구차스러운	-2	nega
구차스러운 짓을	-2	nega
구차스럽게	-2	nega
구차스럽게 구는	-2	nega
구차스럽게 굴다	-2	nega
구차하여	-2	nega
구차하지 않다	1	posi
구토	-1	nega
구토 증세가	-1	nega
구토를	-1	nega
구토를 일으키거나	-1	nega
국내의 반란	-1	nega
군살이 처지도록	-1	nega
군색함	-1	nega
군소리 없이	1	posi
군소리를	-1	nega
군소리를 내다	-1	nega
군소리를 하는	-1	nega
군소리를 하다	-1	nega
굳게	1	posi
굳게 맹세하다	1	posi
굳게 믿다	1	posi
굳고 행실이	1	posi
굳세거나	2	posi
굳세게	2	posi
굳세게 함	2	posi
굳세고	2	posi
굳세고 야무지다	2	posi
굳세다	2	posi
굳센 기상이	2	posi
굳어지다	-1	nega
굳지 못하고	-1	nega
굳지 못하여	-1	nega
굴복시킴	-1	nega
굴복하지 않고	1	posi
굴욕	-2	nega
굴욕감	-2	nega
굴욕을	-2	nega
굴욕을 당하거나	-2	nega
굴욕을 당하여	-2	nega
굴욕적	-2	nega
굵고 시원시원한	2	posi
굶는	-1	nega
굶는 모양	-1	nega
굶다	-1	nega
굶주려서	-1	nega
굶주리고	-1	nega
굶주리다	-1	nega
굶주린	-1	nega
굶주린 백성을	-1	nega
굼드게 먹는	-1	nega
굼뜨게	-1	nega
굼뜨게 먹다	-1	nega
굼뜨게 움직이는	-1	nega
굼뜨게 움직이다	-1	nega
굼뜨게 하다	-1	nega
굼뜨게 행동하는	-1	nega
굼뜨게 행동하다	-1	nega
굼뜨고	-1	nega
굼뜨고 거추장스럽게	-2	nega
굼뜨고 게으르게	-2	nega
굼뜨고 좀스럽게	-2	nega
굼뜨다	-1	nega
굽신	-2	nega
굽신거리다	-2	nega
굽신굽신	-2	nega
굽신굽신하다	-2	nega
굽신대다	-2	nega
굽신하다	-2	nega
굽실	-2	nega
굽실거리다	-2	nega
굽실굽실	-2	nega
굽실굽실하다	-2	nega
굽실대다	-2	nega
굽실하다	-2	nega
굽혀서 산다는	-2	nega
굽히지 아니하고	1	posi
궁상스러운	-2	nega
궁상스러운 모양	-2	nega
궁상스럽다	-2	nega
궁색하게	-2	nega
궁색하다	-2	nega
궁색하여	-2	nega
궁핍하다	-2	nega
궁핍히	-2	nega
궁하고	-2	nega
궁하다	-2	nega
궂게	-1	nega
궂다	-1	nega
권리를 없애거나	-1	nega
권리를 침해한	-1	nega
권세를 마음대로	-1	nega
권태	-1	nega
권태감	-1	nega
권태기	-1	nega
권태로이	-1	nega
권태롭다	-1	nega
권태를	-1	nega
권태를 느끼는	-1	nega
궐기할	1	posi
궐기할 것을	1	posi
귀머거리	-1	nega
귀먹은	-1	nega
귀양을 보내던	-2	nega
귀양이 보내어지다	-2	nega
귀에 즐거움과	2	posi
귀여운	2	posi
귀여운 느낌이	2	posi
귀여운 데가	2	posi
귀여워하거나	2	posi
귀여워하거나 즐김	2	posi
귀여워하다	2	posi
귀여워할	2	posi
귀여워할 때	2	posi
귀염성	2	posi
귀염성스럽다	2	posi
귀염성스레	2	posi
귀염을	2	posi
귀염을 받는	1	posi
귀염을 받을	2	posi
귀염을 받지 못할	-1	nega
귀엽게	2	posi
귀엽게 걷는	2	posi
귀엽게 걷다	2	posi
귀엽게 기울어지는	2	posi
귀엽게 기울어지다	2	posi
귀엽게 놀리며	2	posi
귀엽게 떠서	2	posi
귀엽게 여기다	2	posi
귀엽게 움직이는	2	posi
귀엽게 움직이다	2	posi
귀엽게 움직이며	2	posi
귀엽게 웃는	2	posi
귀엽게 웃다	2	posi
귀엽게 이르는	2	posi
귀엽게 흔들리는	2	posi
귀엽게 흔들리다	2	posi
귀엽고	2	posi
귀엽고 보드랍게	2	posi
귀엽고 탐스러운	2	posi
귀엽고 탐스럽다	2	posi
귀엽고 환하게	2	posi
귀엽다	2	posi
귀엽도록	2	posi
귀엽도록 보드랍고	2	posi
귀요미	2	posi
귀중하게	2	posi
귀중하다	2	posi
귀중한	2	posi
귀중한 보배	2	posi
귀중한 자원이라는	2	posi
귀중히	2	posi
귀중히 여기는	2	posi
귀중히 여기다	2	posi
귀차니즘	-1	nega
귀찮거나	-1	nega
귀찮게	-1	nega
귀찮게 구는	-1	nega
귀찮게 굴다	-1	nega
귀찮게 씹히는	-1	nega
귀찮게 씹히다	-1	nega
귀찮게 하는	-1	nega
귀찮게 하다	-1	nega
귀찮게 하여	-1	nega
귀찮고	-1	nega
귀찮고 성가시다	-2	nega
귀찮다	-1	nega
귀찮아하도록	-1	nega
귀찮아하도록 성가시게	-2	nega
귀찮으면서도	-1	nega
귀찮은	-2	nega
귀찮을	-1	nega
귀찮을 때	-1	nega
귀찮을 정도로	-1	nega
귀찮음	-1	nega
귀하게	2	posi
귀하게 되어	1	posi
귀하게 될	1	posi
귀하고	2	posi
귀하고 값진	2	posi
귀하고 중요하게	2	posi
귀하고 중요하다	2	posi
귀하다	2	posi
귀하며	2	posi
귀한	2	posi
규모가 크고	1	posi
규범을 어기면서	-1	nega
규칙을 어겨	-1	nega
균의	-1	nega
균의 침입으로	-1	nega
균형을 잃거나	-1	nega
그 감동	2	posi
그 긍지	2	posi
그 방정	-1	nega
그 범죄를	-1	nega
그 사랑	2	posi
그 시체를	-1	nega
그 실수	-1	nega
그 질병	-1	nega
그 한숨	-1	nega
그 형벌에	-1	nega
그대로 설사하는	-2	nega
그대로 힘없이	-1	nega
그득한 병	-1	nega
그러하다	1	posi
그런 근심	-1	nega
그런 비판	-1	nega
그럴듯하게 대강	-1	nega
그럴듯하게 대충	-1	nega
그럴듯하다	1	posi
그럴싸하다	1	posi
그렇게 되리라는	1	posi
그렇게 애도함	-1	nega
그렇게 인정받는	1	posi
그르게 되거나	-1	nega
그르치다	-1	nega
그른	-2	nega
그른 짓을	-2	nega
그릇되거나	-2	nega
그릇되게	-2	nega
그릇되게 하는	-2	nega
그릇되게 하다	-2	nega
그릇되다	-2	nega
그릇된	-2	nega
그릇된 방향으로	-2	nega
그릇된 일을	-2	nega
그릇된 짓을	-2	nega
그릇된 행동	-1	nega
그릇된 행동을	-1	nega
그리운	1	posi
그리운 마음이	1	posi
그리움	1	posi
그리웁다	1	posi
그리워지다	1	posi
그리워하거나	1	posi
그리워하거나 좋아하는	1	posi
그리워하거나 좋아하다	1	posi
그리워하다	1	posi
그리워함	1	posi
그린라이트	2	posi
그립다	1	posi
그만두게	-1	nega
그만두게 되거나	-1	nega
그만두게 하다	-1	nega
그만두다	-1	nega
그만두어	-1	nega
그만두어 버리다	-1	nega
그만두어 버림	-1	nega
그와 이별하다	-2	nega
그윽하고	1	posi
그윽하고 평온하다	1	posi
극락	1	posi
극복하고	1	posi
극복하다	1	posi
극성맞게	-1	nega
극성맞다	-1	nega
극진하게	2	posi
극진하다	2	posi
극진한 데가	2	posi
극혐	-2	nega
근거가 없고	-1	nega
근본에 맞는	1	posi
근사하다	2	posi
근심	-1	nega
근심 따위로	-1	nega
근심 없이	2	posi
근심과	-1	nega
근심과 걱정으로	-1	nega
근심스럽거나	-1	nega
근심스럽거나 답답하여	-1	nega
근심스럽고	-1	nega
근심에 잠겨서	-1	nega
근심으로	-1	nega
근심이	-1	nega
근심이 있어	-1	nega
근심이나	-1	nega
근심이나 걱정	-1	nega
근심이나 걱정이	-2	nega
근심이나 걱정이 없고	2	posi
근심이나 병	-1	nega
근심이나 설움으로	-1	nega
근심하거나	-1	nega
근심하거나 안타까워	-2	nega
근심하고	-1	nega
근심하는	-1	nega
근심하는 데가	-1	nega
근심하다	-1	nega
근심하며	-1	nega
근심하며 분하게	-1	nega
근심함	-1	nega
근심함을	-1	nega
근심함을 이르는	-1	nega
근지럽고	-1	nega
근질근질 가려운	-1	nega
근질근질하다	-1	nega
근하다	2	posi
긁어 상처를	-1	nega
금고를 깨뜨리다	-1	nega
금사빠	-1	nega
금지되다	-2	nega
금지된 물건을	-2	nega
금지하는 말과	-2	nega
금지하려	-2	nega
금지하려 할	-2	nega
금지함	-2	nega
급성 염증	-2	nega
급성 위장염의	-2	nega
급작스럽게 화를	-2	nega
급하게	-1	nega
급하게 몰아쉬는	-1	nega
급하게 쉬는	-1	nega
급하고	-1	nega
급하고 거세다	-1	nega
급하고 변덕스러워	-1	nega
급하다	-1	nega
급한 처지에	-1	nega
긍가하다	2	posi
긍정	1	posi
긍정적	1	posi
긍정적으로	2	posi
긍정적으로 강조하는	2	posi
긍정적이고	2	posi
긍정적이고 좋다	2	posi
긍정적인	2	posi
긍정적인 범위에	2	posi
긍정적인 태도	2	posi
긍정적인 효과를	2	posi
긍정하는	2	posi
긍정하는 뜻으로	2	posi
긍정할	2	posi
긍정할 때	2	posi
긍정할 때에	2	posi
긍지	2	posi
긍지를	2	posi
긍지를 가지는	2	posi
긍지를 가짐	2	posi
기가 눌려	-1	nega
기가 막혀	-1	nega
기가 막히거나	-1	nega
기가 미련이	-1	nega
기가 부족하며	-1	nega
기가 어색하고	-1	nega
기관지염	-1	nega
기능 장애로	-2	nega
기능을 상실한	-1	nega
기능을 잃고	-1	nega
기능이 약하여진	-1	nega
기능이 허약하여	-1	nega
기다리지 못하고	-1	nega
기대	1	posi
기대 이상으로	2	posi
기대 이상이다	2	posi
기대가	1	posi
기대가 가득하다	1	posi
기대되는	2	posi
기대된다	1	posi
기대를 받다	1	posi
기대에 어그러져	-1	nega
기대하다	1	posi
기대할 만한	2	posi
기둥처럼 든든히	2	posi
기량이 부족하여	-1	nega
기력이 쇠약한	-1	nega
기력이 쇠약해지는	-1	nega
기력이 약하여	-1	nega
기력이 약하여지는	-1	nega
기력이 허약하여	-1	nega
기를 꺾다	-1	nega
기를 꺾음	-1	nega
기름기가 많다	-1	nega
기름진 땅	1	posi
기리어	1	posi
기막히다	1	posi
기만하다	-2	nega
기모띠	1	posi
기미하다	2	posi
기반이 튼튼하게	1	posi
기반이 튼튼하다	1	posi
기부하다	1	posi
기분 나쁠	-2	nega
기분 좋은	2	posi
기분을 나쁘게	-2	nega
기분이 나쁘거나	-2	nega
기분이 상하다	-2	nega
기분이 좋게	2	posi
기분이 좋다	2	posi
기분이 좋은	2	posi
기분이 좋을	2	posi
기뻐	2	posi
기뻐서	2	posi
기뻐서 웃는	2	posi
기뻐하고	2	posi
기뻐하고 즐거워하다	2	posi
기뻐하고 즐거워한다는	2	posi
기뻐하고 즐거워함	2	posi
기뻐하는	2	posi
기뻐하다	2	posi
기뻐함과	2	posi
기뻐함과 즐거워함	2	posi
기쁘거나	2	posi
기쁘거나 만족스럽거나	2	posi
기쁘거나 즐거운	2	posi
기쁘거나 흥분하여	2	posi
기쁘게	2	posi
기쁘게 여기다	2	posi
기쁘고	2	posi
기쁘고 만족스럽다	2	posi
기쁘다	2	posi
기쁜	2	posi
기쁜 마음	2	posi
기쁜 마음으로	2	posi
기쁜 마음을	2	posi
기쁜 빛	2	posi
기쁜 빛을	2	posi
기쁜 일이	2	posi
기쁨	2	posi
기쁨과	2	posi
기쁨과 즐거움	2	posi
기쁨을	2	posi
기쁨을 느끼는	2	posi
기쁨을 느끼다	2	posi
기쁨을 느끼어	2	posi
기쁨을 담은	2	posi
기쁨을 아는	2	posi
기쁨을 즐기다	2	posi
기쁨이나	2	posi
기쁨이나 감격이	2	posi
기상이 뛰어난	2	posi
기세 좋게	2	posi
기세가 꺾이고	-1	nega
기세가 약해지다	-1	nega
기세가 좋은	2	posi
기억이 희미해져서	-1	nega
기예에 통달하여	1	posi
기운 없이	-2	nega
기운을 쓰는	-1	nega
기운을 잃고	-1	nega
기운이 꺾이다	-1	nega
기운이 꺾임	-1	nega
기운이 다하여	-2	nega
기운이 막히다	-1	nega
기운이 막힘	-1	nega
기운이 못 펴지게	-1	nega
기운이 빠져	-2	nega
기운이 빠져서	-2	nega
기운이 쇠약하여	-2	nega
기운이 없거나	-2	nega
기운이 없고	-2	nega
기운이 없는	-2	nega
기운이 없다	-2	nega
기운이 없어	-2	nega
기운이 없어지고	-2	nega
기운이 없이	-2	nega
기운이나 의욕 따위가 없이	-2	nega
기운차게	2	posi
기운차게 솟구쳐	2	posi
기운차고	2	posi
기운차고 활기	2	posi
기운차다	2	posi
기울어지며 자꾸	-1	nega
기일이 안타깝게	-1	nega
기절하듯이	-2	nega
기절하듯이 쓰러지다	-2	nega
기절할	-2	nega
기절할 듯이	-2	nega
기죽다	-2	nega
기준보다 못하거나	-1	nega
기준에 미치지 못하다	-1	nega
기준에 어긋나	-2	nega
기침	-1	nega
기침 소리를	-1	nega
기침병을 앓아	-1	nega
기침을	-1	nega
기침을 심하게	-1	nega
기침을 하다	-1	nega
기침을 한다	-1	nega
기침이	-1	nega
기침이 나는	-1	nega
기특하고	2	posi
기특하고 장하다	2	posi
기품이 있다	2	posi
기풍	1	posi
기피되어	-1	nega
기피되어 따돌림을	-2	nega
기피하여	-1	nega
기피하여 따돌리거나	-2	nega
기한까지 내지 못하고	-1	nega
기형으로	-1	nega
기회를 놓치거나	-1	nega
기회주의적이고	-1	nega
긴장되고	-1	nega
긴장되다	-1	nega
긴장을 해소하려	1	posi
긴장이나	-1	nega
긴장하거나	-1	nega
긴장하거나 힘을	-1	nega
긴장하다	-1	nega
긴장하여	-1	nega
길고 아름다워서	2	posi
길막	-1	nega
길미	1	posi
길을 찾아내다	1	posi
길이 막막하게	-2	nega
길이 막막하다	-2	nega
길이 어둡거나	-1	nega
깊고 중대한	1	posi
깊은 맛이	2	posi
깊은 맛이 있게	2	posi
깊은 은혜	2	posi
깊은 은혜와	2	posi
